ID	logFC	P.Value
257920_at	-0.411426131	0.504921207
257921_at	-0.496018274	0.813632712
257922_at	-0.082676876	0.554691521
257923_at	-0.10151406	0.521699706
257924_at	-0.411923455	0.060128486
257925_at	0.68477226	0.125255918
257926_at	-0.20833062	0.287051087
257927_at	-0.607129297	0.130648002
257928_at	-1.24320098	0.442601516
257929_at	-0.690895356	0.419805634
257930_at	-0.099847231	0.912450012
257931_at	-0.512164351	0.122765292
257932_at	0.573076901	0.036424011
257933_at	-0.477103246	0.050051468
257934_at	-1.637792213	0.219134985
257935_at	0.203164226	0.139287407
257936_at	-1.193705611	0.396342788
257937_at	0.365579205	0.079493435
257938_at	-0.526638855	0.034245507
257939_at	-0.204722076	0.435391342
257940_at	0.890149438	0.011084404
257941_at	-0.431238746	0.303300606
257942_at	-0.254947739	0.883000904
257943_at	-1.766883497	0.163122141
257944_at	1.44655391	0.498868436
257945_at	1.480659937	0.361512167
257946_at	0.038636086	0.850406867
257947_at	0.075460082	0.816516214
257948_at	-0.466384887	0.137557877
257949_at	0.164433767	0.305385019
257950_at	0.596605484	0.115429029
257951_at	-0.561347053	0.10047215
257952_at	-0.6550881	0.01286082
257953_at	-0.015335279	0.905435501
257954_at	1.627230105	0.080114374
257955_at	-0.165994642	0.189404605
257956_at	-0.22082456	0.380038153
257957_at	-1.562608755	0.082119754
257958_at	0.06995334	0.943740469
257959_at	-0.619740383	0.084567254
257960_at	-0.22490539	0.179473506
257961_at	-2.124431732	0.257201402
257962_at	-0.849271398	0.222616924
257963_at	-0.421588571	0.04785641
257964_at	1.070413501	0.086111085
257965_at	0.441131411	0.044024906
257966_at	1.213326224	0.070351115
257967_at	-0.167423981	0.315752533
257968_at	0.058957491	0.827026189
257969_at	0.310398032	0.146243738
257970_at	-0.035075527	0.793474449
257971_at	-0.440598605	0.177437964
257972_at	0.168476793	0.402226964
257973_at	-0.49137976	0.108642976
257974_at	0.894388416	0.087915096
257975_at	-0.478783846	0.01469599
257976_at	-0.585114509	0.452574108
257977_at	-1.431829799	0.36609556
257978_at	-0.653138377	0.006283199
257979_at	-0.476264026	0.205612286
257980_at	-0.952883392	0.049415285
257981_at	0.079061682	0.670775146
257982_at	-0.572996441	0.129383131
257983_at	-0.121079138	0.548590399
257984_at	0.146086839	0.063694608
257985_at	0.385069645	0.294002602
257986_at	1.531514306	0.044598252
257987_at	0.317800354	0.199273806
257988_at	0.006988503	0.957253474
257989_at	-0.250339522	0.231376183
257990_at	0.268193643	0.179065407
257991_at	-0.355566111	0.104779521
257992_at	-1.475322891	0.106258336
257993_at	1.832526792	0.170806259
257994_at	-2.331918206	0.209423887
257995_at	-1.452856856	0.059080343
257996_at	0.093480832	0.373630655
257997_at	1.15296218	0.329088228
257998_at	-0.347493273	0.791947679
257999_at	0.854344407	0.044887631
258000_at	0.098971588	0.072916473
258001_at	-0.58113452	0.030418629
258002_at	0.325839644	0.420661785
258003_at	0.354672179	0.755932913
258004_at	-1.088897925	0.249427448
258005_at	-0.592376208	0.063229499
258006_at	-0.592378479	0.102583539
258007_at	-0.299829728	0.090535939
258008_at	-1.15276239	0.007575653
258009_at	-0.483722421	0.114030601
258010_at	-0.388930391	0.542066156
258011_at	-0.201926391	0.543403204
258012_at	-0.206243635	0.555816356
258013_at	-0.742061144	0.065523454
258014_at	-0.620097172	0.459888213
258015_at	-0.062226579	0.782753595
258016_at	-0.058511383	0.904748184
258017_at	-0.537497892	0.240448564
258018_at	-0.407947332	0.418427569
258019_at	0.123942721	0.580376846
258020_at	-0.332702602	0.22021381
258021_at	-0.456500516	0.224309732
258022_at	0.097281165	0.322800772
258023_at	-0.250647089	0.145986859
258024_at	-0.088650811	0.621532133
258025_at	1.300132176	0.047508374
258026_at	-0.343711694	0.140184675
258027_at	-0.350613853	0.059117431
258028_at	-1.57565976	0.12085202
258029_at	-0.512954782	0.095778361
258030_at	0.279086524	0.035266536
258031_s_at	-0.457194192	0.221342493
258032_at	-1.338093916	0.161999646
258033_at	-0.099363781	0.578868411
258034_at	-0.208745975	0.369997908
258035_at	-0.995840118	0.010140228
258036_at	-1.748704459	0.085190789
258037_at	-0.440859357	0.102475093
258038_at	-0.433872604	0.044365703
258039_at	0.146738749	0.447811223
258040_at	-0.070452778	0.672480725
258041_at	-0.195597352	0.258427181
258042_at	-0.610397721	0.065006891
258043_at	-0.671399604	0.003285617
258044_at	0.012806906	0.957511554
258045_at	0.114630253	0.340019789
258046_at	0.481532051	0.098602398
258047_at	-0.717436923	0.004014764
258048_at	-0.418597545	0.074881731
258049_at	0.613690591	0.049642539
258050_at	-0.475716795	0.000308645
258051_at	-0.680909167	0.027449978
258052_at	0.143046642	0.275891961
258053_at	-0.302206372	0.147982267
258054_at	0.87912393	0.09996639
258055_at	0.560920743	0.60333737
258056_at	0.140627113	0.586546605
258057_at	0.198548802	0.186112668
258058_at	-1.606228214	0.206900207
258059_at	-0.649292793	0.013977832
258060_at	0.11435233	0.689398878
258061_at	0.161413411	0.318242451
258062_at	0.024657659	0.831396421
258063_at	0.284493516	0.353770374
258064_at	-0.37956923	0.286089986
258065_at	0.053323239	0.964358276
258066_at	-0.544843124	0.328124253
258067_at	-0.226115119	0.041354564
258068_at	-1.116165314	0.362078827
258069_at	-0.387105906	0.724404527
258070_at	-1.529983827	0.073876608
258071_s_at	1.073665928	0.072837715
258072_at	-0.286771082	0.049823473
258073_at	-1.63271643	0.312898623
258074_at	0.548172744	0.000569132
258075_at	-0.053974688	0.767300065
258076_at	1.355137626	0.028435167
258077_at	0.386476894	0.695370323
258078_at	0.345945694	0.22390894
258079_at	-0.471828029	0.029854127
258080_at	-0.87459709	0.006790783
258081_at	0.557627676	0.219054636
258082_at	0.596915632	0.107785573
258083_at	-0.175919696	0.753232132
258084_at	-0.494156266	0.034711972
258085_at	-0.753461061	0.103065215
258086_at	-0.516819257	0.060650946
258087_at	1.481444627	0.119951859
258088_at	-1.875770103	0.27079975
258089_at	-0.596241042	0.047582222
258090_at	-0.283908447	0.148661677
258091_at	-0.322111793	0.049392682
258092_at	0.26203931	0.171689385
258093_at	-0.064394625	0.791770788
258094_at	0.186791261	0.373746765
258095_at	-0.170802146	0.694358225
258096_at	-1.065055725	0.247402476
258097_at	-0.28344438	0.109336234
258098_at	-1.208668033	0.08291487
258099_at	-0.163697773	0.144790608
258100_at	0.836722688	0.059515104
258101_at	-0.24232936	0.068916976
258102_at	-0.282236294	0.008375605
258103_at	0.347102647	0.380146422
258104_at	-0.116495835	0.299198189
258105_at	-0.037587451	0.853075053
258106_at	0.357023698	0.160517591
258107_at	-0.423277151	0.010876643
258108_at	0.533494962	0.104847571
258109_at	-0.192168552	0.623657477
258110_at	-0.110767388	0.223073616
258111_at	-0.58225072	0.328435455
258112_at	-0.156514998	0.767220957
258113_at	0.431814297	0.092007723
258114_at	-0.160549341	0.219054084
258115_at	-0.951369661	0.44850715
258116_at	-1.407070554	0.242525159
258117_at	0.236118914	0.476795113
258118_at	-0.342710838	0.635332825
258119_at	-0.503532908	0.011709952
258120_at	-0.919283127	0.453804796
258121_s_at	-1.650586166	0.017113427
258122_at	-0.867553963	0.002085589
258123_at	-0.340401237	0.124038537
258124_at	0.366530326	0.051488461
258125_s_at	-1.117942383	0.307291614
258126_at	-0.041248964	0.859569708
258127_at	0.296952655	0.070506829
258128_at	0.188006768	0.303559433
258129_at	-2.083251183	0.128791744
258130_at	-2.925532066	0.050130191
258131_at	-0.609444386	0.377373171
258132_at	-0.244184666	0.208049105
258133_at	-0.319753728	0.206801206
258134_at	-0.241024176	0.231784831
258135_at	0.215500754	0.116190069
258136_at	-0.406607211	0.387140302
258137_at	-0.448744326	0.201512147
258138_at	-0.618529637	0.068363739
258139_at	-0.503876408	0.109349598
258140_at	-0.289574863	0.056509389
258141_at	-0.109654434	0.259200748
258142_at	-0.024977031	0.980402701
258143_at	-0.495088602	0.205855576
258144_at	-0.510501408	0.739718049
258145_at	-0.594682102	0.102594579
258146_at	-0.122462552	0.266953203
258147_at	-1.176842287	0.335440504
258148_s_at	-0.411664838	0.18886759
258149_at	-0.079988182	0.786955342
258150_at	-0.216824266	0.562470701
258151_at	0.920871714	0.013905356
258152_at	-0.59681845	0.003021456
258153_at	-0.117518697	0.230913651
258154_at	-0.340404985	0.303476274
258155_at	-0.472524376	0.01951356
258156_at	0.830181452	0.046875872
258157_at	-0.012572794	0.964698435
258158_at	-0.169037985	0.36347801
258159_at	-0.534357803	0.064600853
258160_at	-0.612838691	0.002366174
258161_at	1.458327024	0.041910431
258162_at	-0.471891259	0.018912815
258163_at	-0.335408635	0.05870974
258164_at	-0.182435072	0.191327135
258165_at	-0.652110326	0.042087357
258166_at	-0.385660655	0.00846917
258167_at	-0.082489282	0.319763834
258168_at	-1.361784517	0.40090571
258169_at	-2.41143103	0.196315446
258170_at	-0.245989496	0.200353401
258171_at	-0.068773194	0.719141339
258172_at	0.357997064	0.766398089
258173_at	0.008183885	0.964176315
258174_at	-0.330910397	0.315781017
258175_at	-0.227676796	0.057840334
258176_at	0.073460366	0.674091445
258177_at	-0.365925377	0.496242397
258178_at	-0.402970438	0.150078395
258179_at	0.327878363	0.004546279
258180_at	-0.677049948	0.085781911
258181_at	0.627617419	0.356650315
258182_at	1.155746865	0.361893626
258183_at	-0.346965236	0.064086708
258184_at	-0.076347536	0.769587805
258185_at	-0.076372366	0.873620276
258186_s_at	-0.408754895	0.115349259
258187_at	-0.374554097	0.025487411
258188_at	0.1447155	0.437483704
258189_at	-0.284782371	0.125609647
258190_at	-2.124331235	0.034472794
258191_at	-0.338696593	0.195333944
258192_at	-0.450268161	0.391631891
258193_at	0.289705889	0.233455932
258194_at	0.64669617	0.02785567
258195_at	-1.241870799	0.373909301
258196_at	-0.19218677	0.437435507
258197_at	-0.616460922	0.06859881
258198_at	-0.093143327	0.774743784
258199_at	1.131534465	0.285587168
258200_at	-0.658363716	0.22185969
258201_at	-0.110027847	0.302954918
258202_at	-0.489685166	0.032660379
258203_at	0.328419519	0.588352392
258204_at	0.183361794	0.749959103
258205_at	0.119117097	0.773503617
258206_at	-0.340220067	0.06540704
258207_at	-0.01868436	0.874589315
258208_at	-0.391582185	0.011003252
258209_at	-0.13158884	0.685147219
258210_at	-0.024003049	0.768601387
258211_at	-0.272948682	0.3214937
258212_at	-0.07910099	0.638468394
258213_at	0.071183449	0.750585486
258214_at	-0.315626485	0.025025597
258215_at	0.137306063	0.253942533
258216_at	0.197289317	0.89036191
258217_at	-0.953827202	0.076178505
258218_at	-1.208565315	0.007863131
258219_at	0.015978162	0.905378977
258220_at	-0.692002048	0.133396658
258221_at	-0.312697674	0.130014028
258222_at	-0.275720284	0.068833683
258223_at	1.866071658	0.042308306
258224_at	-2.319722116	0.358329297
258225_at	-0.152795396	0.308835301
258226_at	-0.324242839	0.142992049
258227_at	0.392122517	0.002576523
258228_at	-0.396422948	0.012818324
258229_at	0.009640347	0.972919978
258230_s_at	-0.349360717	0.806416556
258231_at	-1.27143252	0.387143367
258232_at	0.676077437	0.347921201
258233_at	0.52888097	0.696978824
258234_at	0.905328948	0.416178817
258235_at	-0.213654395	0.805271648
258236_at	-2.070418954	0.236959999
258237_at	1.060750993	0.339268598
258238_at	-0.183570431	0.353210289
258239_at	1.986398496	0.148472164
258240_at	0.757714888	0.469088976
258241_at	-0.046852018	0.910507579
258242_at	-0.6922226	0.002655382
258243_at	0.005693623	0.945609998
258244_at	0.313954487	0.109177289
258245_at	-0.296020871	0.39164119
258246_s_at	-0.184027295	0.713426324
258247_at	-0.767035485	0.079177503
258248_at	-0.603819984	0.073817237
258249_s_at	-0.27379086	0.171657594
258250_at	1.330285148	0.014664019
258251_at	0.771775534	0.048386845
258252_at	-0.713105324	0.10700506
258253_at	-0.440381708	0.110348297
258254_at	-0.241958505	0.361400042
258255_at	-0.617165517	0.066065978
258256_at	-0.553593258	0.013547209
258257_at	0.079574778	0.740333063
258258_at	-1.12111004	0.222994227
258259_s_at	0.164696743	0.676808407
258260_at	-0.413311897	0.039492738
258261_at	-0.202823837	0.5884753
258262_at	0.504796218	0.03186078
258263_at	0.650129557	0.152920982
258264_at	-0.302802095	0.107619972
258265_at	-0.552337663	0.637823534
258266_at	-0.409772666	0.427791935
258267_at	-0.994678174	0.4518723
258268_at	-0.501088801	0.130294791
258269_at	0.484327777	0.155785053
258270_at	0.276920975	0.450523504
258271_at	-0.765305023	0.020127074
258272_at	-0.178450851	0.241061905
258273_at	-0.217780945	0.025514412
258274_at	-0.064255783	0.323939245
258275_at	0.926541288	0.050222582
258276_at	0.329926096	0.130317038
258277_at	-0.258875528	0.475107177
258278_at	-1.307503267	0.476843025
258279_at	-1.043103277	0.059975915
258280_at	0.879815655	0.437835929
258281_at	0.956783279	0.033547788
258282_at	-0.158238905	0.543899481
258283_at	-0.20642018	0.31296368
258284_at	-0.16060437	0.416707801
258285_at	1.209421611	0.079202896
258286_at	-0.357316928	0.028790367
258287_at	-0.449115432	0.174848385
258288_at	0.455369489	0.356901129
258289_at	0.750298534	0.0191348
258290_at	-0.081900701	0.967549772
258291_at	-0.44145597	0.035849567
258292_at	-0.103268277	0.439454776
258293_at	-0.446261718	0.214157337
258294_at	-1.374000527	0.31198103
258295_at	0.930203823	0.002414821
258296_at	-0.338639282	0.047558752
258297_at	0.376980317	0.103603125
258298_at	-0.262068703	0.103387242
258299_at	-0.284129825	0.222806167
258300_at	-0.525719585	0.027565977
258301_at	-0.011135733	0.986599424
258302_at	-0.650505983	0.568335584
258303_at	-1.171404132	0.340852936
258304_at	0.377154954	0.736001808
258305_at	-2.716784669	0.049884368
258306_at	0.932346686	0.4121762
258307_x_at	-0.191578177	0.813820919
258308_at	0.381966417	0.714547583
258309_at	-0.785590834	0.619704621
258310_at	0.470670894	0.05864961
258311_at	-0.512889064	0.008985495
258312_at	-0.016024634	0.934771726
258313_at	-0.04451584	0.657309503
258314_at	-0.079477616	0.697254086
258315_at	0.989247737	0.402778785
258316_at	-0.186739279	0.273623256
258317_at	0.169313424	0.71238331
258318_at	0.14387167	0.341041318
258319_at	-1.273786887	0.502974199
258320_at	0.37775735	0.794401298
258321_at	-0.537318475	0.021194988
258322_at	-0.302966486	0.310577847
258323_at	-0.046163462	0.883404216
258324_at	-0.403611704	0.062630245
258325_at	-0.1243268	0.830092096
258326_at	0.360170001	0.297795636
258327_at	-0.499194248	0.583269399
258328_at	-0.367555237	0.21650976
258329_at	-0.185624343	0.44805982
258330_at	0.208239943	0.442577814
258331_at	-0.071401731	0.60513999
258332_at	-0.965179969	0.009328986
258333_at	0.692587513	0.034459389
258334_at	-0.03243511	0.864141202
258335_at	-1.68999188	0.447771143
258336_at	-0.003045279	0.984420292
258337_at	-1.078688839	0.59958725
258338_at	-0.376414375	0.192332932
258339_at	0.117786208	0.802137076
258340_at	-0.662288726	0.281502056
258341_at	-0.838277939	0.002915612
258342_at	-0.153443341	0.607998098
258343_at	-0.715676033	0.153911299
258344_at	-0.586457712	0.706043012
258345_at	-0.017924494	0.733011014
258346_at	0.239759759	0.608195119
258347_at	-1.172395833	0.527246372
258348_at	0.198091558	0.455211989
258349_at	0.245569401	0.397430426
258350_at	0.45357573	0.030371627
258351_at	0.469322818	0.104645913
258352_at	-0.666082475	0.044407615
258353_s_at	-0.34142757	0.30487306
258354_at	0.810624679	0.430170473
258355_at	-0.283322628	0.332226253
258356_at	0.14596676	0.270949455
258357_at	0.094727396	0.46202901
258358_at	0.237637683	0.328223843
258359_s_at	1.541000497	0.033101251
258360_at	-1.954957556	0.129741857
258361_at	-0.717074696	0.018459582
258362_at	-0.821067789	0.094420596
258363_at	-0.780125383	0.517327671
258364_at	0.036426557	0.891681554
258365_s_at	-0.498340483	0.039831153
258366_at	0.052541051	0.720964285
258367_at	-0.941890766	0.061910287
258368_at	-0.386573164	0.14788657
258369_at	-0.396941279	0.053161597
258370_at	-0.936875197	0.313323406
258371_at	0.012767529	0.956869269
258372_at	-0.479251507	0.047649781
258373_at	0.007821316	0.924833474
258374_at	-0.257581363	0.207601857
258375_at	0.577944307	0.095344114
258376_at	0.081932491	0.715355896
258377_at	-0.375556008	0.125352127
258378_at	-0.401960319	0.191728669
258379_at	-0.505555222	0.036945482
258380_at	-0.213271381	0.575196886
258381_at	-0.64518934	0.002625116
258382_at	-0.280224372	0.356000486
258383_at	-0.196677679	0.533988842
258384_at	0.634098272	0.545105773
258385_at	-0.459917167	0.159282402
258386_at	1.633590951	0.052530738
258387_at	-1.649762684	0.32940267
258388_at	-0.183732224	0.593662286
258389_at	-0.867090058	0.123536082
258390_at	-0.254281502	0.073094052
258391_at	-0.281752479	0.42379863
258392_at	0.011228083	0.977554015
258393_at	0.480226293	0.002298635
258394_at	0.907735601	0.001059453
258395_at	-0.026408514	0.855741845
258396_at	-0.444953667	0.028924562
258397_at	-0.519887348	0.039081751
258398_at	1.143792558	0.091503742
258399_at	0.632433476	0.1370936
258400_at	-0.493633278	0.066250402
