GSM1272576_jm01-colq-m1_ATH1-121501_.CEL	GSM1272577_jm02-colq-m2_ATH1-121501_.CEL	GSM1272578_jm03-colq-m4_ATH1-121501_.CEL	GSM1272579_jm04-colq-a1_ATH1-121501_.CEL	GSM1272580_jm05-colq-a2_ATH1-121501_.CEL	GSM1272581_jm06-colq-a3_ATH1-121501_.CEL	GSM1272582_jm07-16-2-m2_ATH1-121501_.CEL	GSM1272583_jm08-16-2-m3_ATH1-121501_.CEL	GSM1272584_jm09-16-2-m4_ATH1-121501_.CEL	GSM1272585_jm10-16-2-a2_ATH1-121501_.CEL	GSM1272586_jm11-16-2-a3_ATH1-121501_.CEL	GSM1272587_jm12-16-2-a4_ATH1-121501_.CEL
256288_at	P	P	P	P	P	P	P	P	P	P	P	P
256289_s_at	P	P	P	P	P	P	P	P	P	P	P	P
256290_at	A	A	A	A	A	A	A	A	A	A	A	A
256291_at	P	P	P	P	P	P	P	P	P	P	P	P
256292_at	A	A	A	A	A	A	M	A	A	P	A	A
256293_at	A	A	M	A	A	A	A	A	P	A	A	A
256294_at	P	P	P	P	P	P	P	P	P	P	P	P
256295_at	A	A	A	A	A	A	A	A	A	A	A	A
256296_at	A	P	P	M	P	A	A	M	M	A	A	M
256297_at	A	A	A	A	A	A	A	A	A	A	A	A
256298_at	A	A	A	P	A	A	A	A	A	A	A	A
256299_at	P	P	P	P	P	P	P	P	P	P	P	P
256300_at	P	P	P	P	P	P	P	P	P	P	P	P
256301_at	P	P	P	P	P	P	P	P	P	P	P	P
256302_at	P	P	P	P	P	P	P	P	P	P	P	P
256303_at	A	A	A	P	P	P	P	A	P	A	A	P
256304_at	A	A	A	P	A	M	A	A	A	A	A	A
256305_at	P	P	P	P	P	P	P	P	P	P	P	P
256306_at	P	P	P	P	P	P	M	P	P	M	P	P
256307_at	A	A	M	A	A	A	A	A	A	A	A	A
256308_s_at	P	P	P	P	P	P	P	P	P	P	P	P
256309_at	P	P	P	P	P	P	P	P	P	P	P	P
256310_at	P	P	P	P	P	P	P	P	P	P	P	P
256311_at	P	P	P	P	P	P	P	P	P	P	P	P
256312_x_at	A	A	A	A	A	A	A	A	A	A	A	A
256313_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256314_at	A	A	A	A	A	A	A	A	A	A	A	A
256315_at	A	A	A	A	A	A	A	A	A	A	A	A
256316_at	A	A	A	A	A	A	A	A	A	A	A	A
256317_at	A	A	A	A	A	A	A	A	A	A	A	A
256318_s_at	M	A	A	A	A	P	A	A	A	A	A	A
256319_at	A	A	A	A	A	A	A	P	P	A	M	P
256320_at	P	P	P	P	P	P	P	P	P	P	P	P
256321_at	P	P	P	P	P	P	P	P	P	P	P	P
256322_at	P	P	P	P	P	P	P	P	P	P	P	P
256323_at	P	P	P	P	P	P	P	P	P	P	P	P
256324_at	P	P	P	P	P	P	P	P	P	P	P	P
256325_at	A	A	A	A	A	A	A	A	A	A	A	A
256326_at	P	P	P	P	P	P	P	P	P	P	P	P
256327_at	P	P	P	P	P	P	P	P	P	P	P	P
256328_at	P	P	P	P	P	P	P	P	P	P	P	P
256329_at	P	P	P	P	P	P	P	P	P	P	P	P
256330_at	A	A	A	P	A	A	P	A	A	P	P	A
256331_at	P	P	P	P	P	P	P	P	P	P	P	P
256332_at	P	P	P	P	P	P	P	P	P	P	P	P
256333_at	P	P	P	P	P	P	P	P	P	P	P	P
256334_at	P	P	P	P	P	P	P	P	P	P	P	P
256335_at	A	A	A	A	A	A	A	A	A	A	A	A
256336_at	P	P	P	P	P	P	P	P	P	P	P	P
256337_at	P	P	P	P	P	P	P	P	P	P	P	P
256338_at	A	A	A	A	A	A	A	A	A	A	A	A
256339_at	A	A	A	A	A	A	A	A	A	A	A	A
256340_at	P	P	P	P	P	P	P	P	P	P	P	P
256341_at	P	P	P	P	P	P	P	P	P	P	P	P
256342_at	P	P	P	P	P	P	P	P	P	P	P	P
256343_at	P	P	P	P	P	P	P	P	P	P	P	P
256344_at	P	P	P	P	P	P	P	P	P	P	P	P
256345_at	A	P	A	P	A	P	A	M	A	M	A	M
256346_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256347_at	A	A	A	A	A	A	A	A	A	A	A	A
256348_at	A	A	A	A	A	A	A	A	A	A	A	A
256349_at	P	P	P	P	P	P	P	P	P	P	P	P
256350_at	P	A	P	A	A	A	A	M	P	A	A	A
256351_at	P	P	P	P	P	P	P	P	P	P	P	P
256352_at	P	P	P	P	P	P	P	P	P	P	P	P
256353_at	P	P	P	P	P	P	P	P	P	P	P	P
256354_at	A	A	P	A	A	A	A	A	A	A	A	A
256355_at	A	A	P	A	A	A	A	P	P	P	A	A
256356_s_at	P	P	P	P	P	P	P	P	P	P	P	P
256357_at	A	A	A	A	A	A	A	A	A	A	A	A
256358_at	P	P	P	P	P	P	P	P	P	P	P	P
256359_at	A	A	M	A	A	A	A	P	P	A	A	A
256360_at	M	P	P	A	P	P	M	M	M	A	P	M
256361_at	P	P	P	P	P	P	P	P	P	P	P	P
256362_at	P	P	P	P	P	P	P	P	P	P	P	P
256363_at	P	P	P	P	P	P	P	P	P	P	P	P
256364_at	A	A	A	A	A	A	A	A	A	A	A	A
256365_at	P	P	P	P	P	P	P	P	P	P	P	P
256366_at	P	P	P	P	P	P	P	P	P	P	P	P
256367_at	P	P	A	P	P	A	P	P	P	P	P	A
256368_at	P	P	P	P	P	P	P	P	P	P	P	P
256369_at	P	A	A	M	A	A	A	A	A	A	A	A
256370_at	P	P	A	P	P	P	P	A	P	P	P	P
256371_at	A	A	A	A	A	A	A	A	A	A	A	A
256372_at	P	P	P	P	P	P	P	P	P	P	P	P
256373_at	P	P	P	P	P	P	P	P	P	P	P	P
256374_at	A	P	P	P	P	P	P	P	P	P	P	P
256375_at	A	A	A	A	A	A	A	A	A	A	A	A
256376_s_at	A	M	P	P	P	A	P	A	P	P	A	P
256377_at	A	A	M	A	A	A	A	A	A	M	P	P
256378_at	A	A	A	A	A	A	A	A	A	A	A	A
256379_at	A	A	A	A	A	A	A	A	A	A	A	A
256380_at	P	P	P	P	P	P	P	P	P	P	P	P
256381_at	A	A	A	A	A	A	A	A	A	A	A	A
256382_at	A	P	P	P	A	A	P	A	A	A	A	P
256383_at	P	P	P	P	P	P	P	P	P	P	P	P
256384_at	P	P	P	P	P	P	P	P	P	P	P	P
256385_at	P	P	P	P	P	P	P	P	P	P	P	P
256386_at	A	A	A	A	A	A	A	A	A	A	A	A
256387_at	P	P	P	P	P	P	P	P	P	P	P	P
256388_at	P	P	P	P	P	P	P	P	P	P	P	P
256389_at	A	A	A	A	A	A	A	A	A	A	A	A
256390_at	A	A	A	A	A	A	A	A	A	A	A	A
256391_at	A	A	A	A	A	A	P	A	A	A	A	A
256392_at	A	A	A	A	A	A	A	A	A	A	A	A
256393_at	P	A	A	A	P	A	M	A	A	P	A	P
256394_at	P	P	P	P	P	P	P	P	P	P	P	P
256395_at	A	A	A	A	A	A	A	A	A	A	A	A
256396_at	P	P	P	P	P	P	P	P	P	P	P	P
256397_at	P	P	P	P	P	P	P	P	P	P	P	P
256398_at	A	A	A	A	A	A	A	A	A	A	A	A
256399_at	P	P	P	P	P	P	P	P	P	P	P	P
256400_at	P	P	P	P	P	P	P	P	P	P	P	P
256401_at	P	P	P	P	P	P	P	P	P	P	P	P
256402_at	P	P	P	P	P	P	P	P	P	P	P	P
256403_at	P	P	P	P	P	P	P	P	P	P	P	P
256404_at	P	P	P	P	P	P	P	P	P	P	P	P
256405_at	M	P	P	M	P	A	P	P	P	P	A	P
256406_at	P	P	P	P	P	P	P	P	P	P	P	P
256407_at	A	A	A	A	A	A	A	A	A	A	A	M
256408_at	A	A	A	A	A	A	A	A	A	A	A	A
256409_at	P	P	P	P	P	P	P	P	P	P	P	P
256410_at	A	A	A	A	A	A	A	A	A	A	A	A
256411_at	P	P	P	P	P	P	P	P	P	P	P	P
256412_at	P	P	P	P	M	P	P	P	P	P	P	P
256413_at	P	P	P	P	P	P	P	P	P	P	P	P
256414_at	P	P	P	P	P	P	P	P	P	P	P	P
256415_at	P	P	P	P	P	P	P	P	P	P	P	P
256416_at	P	P	P	P	P	P	P	P	P	P	P	P
256417_s_at	P	P	P	P	P	P	P	P	P	P	P	P
256418_at	A	A	A	A	A	A	P	A	A	A	A	A
256419_at	A	A	P	A	A	A	A	A	P	A	A	A
256420_at	P	P	P	P	P	P	P	P	A	P	P	P
256421_at	A	A	A	A	A	A	P	P	M	P	A	M
256422_at	P	P	P	P	P	P	P	P	P	P	P	P
256423_at	A	A	P	P	A	A	P	A	P	P	M	M
256424_at	P	P	P	P	P	P	P	P	P	P	P	P
256425_at	P	P	P	P	P	P	P	P	P	P	P	P
256426_at	P	P	P	P	P	P	P	P	P	P	P	P
256427_at	A	A	A	P	A	P	P	A	A	P	A	A
256428_at	A	A	A	A	A	A	A	A	A	A	A	A
256429_at	P	P	P	P	P	P	P	P	P	P	P	P
256430_at	P	P	P	P	P	P	P	P	P	P	P	P
256431_s_at	A	A	A	A	P	A	A	A	A	A	A	A
256432_at	A	A	A	A	A	A	A	A	A	A	A	A
256433_at	P	P	P	P	P	P	P	P	P	P	P	P
256434_at	A	A	A	A	A	A	A	A	A	A	A	A
256435_at	A	A	A	A	A	A	M	A	A	A	A	A
256436_at	A	A	A	A	A	A	A	A	M	A	A	A
256437_s_at	P	P	P	P	P	P	P	P	P	P	P	P
256438_s_at	P	P	P	P	P	P	P	P	P	P	P	P
256439_at	P	P	P	P	P	P	P	P	P	P	P	P
256440_at	P	P	P	P	P	P	P	P	P	P	P	P
256441_at	P	P	P	P	P	P	P	P	P	P	P	P
256442_at	P	P	P	P	P	P	P	P	P	P	P	P
256443_at	P	P	P	P	P	P	P	P	P	P	P	P
256444_at	A	A	A	A	A	A	A	A	A	A	A	A
256445_at	A	A	A	A	A	A	A	A	A	A	A	A
256446_at	A	A	A	A	A	A	A	A	A	A	A	A
256447_at	A	A	P	P	P	A	P	P	A	A	M	P
256448_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256449_at	A	A	A	A	A	A	A	A	A	A	A	A
256450_at	A	A	A	A	A	A	A	A	A	A	A	A
256451_s_at	P	P	P	P	P	P	P	P	P	P	P	P
256452_at	A	A	A	P	P	P	P	A	A	A	A	P
256453_at	P	P	P	P	P	P	P	P	P	P	P	P
256454_at	P	P	P	P	P	P	P	P	P	P	P	P
256455_at	P	P	P	P	P	P	P	P	P	P	P	P
256456_at	P	P	P	P	P	P	P	P	P	P	P	P
256457_at	P	P	P	P	P	P	P	P	P	P	P	P
256458_at	P	P	P	P	P	P	P	P	P	P	P	P
256459_at	A	A	A	A	A	A	A	A	A	A	A	A
256460_at	P	A	P	P	A	M	P	A	P	M	A	P
256461_s_at	P	P	P	P	P	P	P	P	P	P	P	P
256462_at	A	A	A	A	A	A	A	A	A	A	A	A
256463_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256464_at	A	A	P	A	A	A	P	A	A	A	A	P
256465_at	A	A	A	P	A	A	A	A	A	P	A	P
256466_at	P	P	P	P	P	P	P	P	P	P	P	P
256467_at	A	A	A	A	A	A	A	A	A	A	A	A
256468_at	P	P	P	P	P	P	P	P	P	P	P	P
256469_at	P	P	P	P	P	P	P	P	P	P	P	P
256470_at	A	A	A	A	A	A	A	A	A	A	A	A
256471_at	M	A	A	A	A	A	A	P	P	A	A	A
256472_at	A	A	A	A	A	A	A	A	A	A	A	A
256473_at	A	A	A	A	A	A	A	A	A	A	A	A
256474_at	A	A	A	A	A	A	A	A	A	A	A	A
256475_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256476_at	A	A	A	A	A	A	A	A	A	A	A	A
256477_at	A	A	A	A	A	A	A	A	A	A	A	A
256478_at	A	A	A	A	A	A	A	A	A	A	A	A
256479_at	P	P	P	P	P	P	P	P	P	P	P	P
256480_at	P	P	P	P	P	P	P	P	P	P	P	P
256481_at	A	A	A	A	A	A	A	A	A	A	A	A
256482_at	P	P	P	P	P	P	P	P	P	P	P	P
256483_at	P	P	M	P	P	P	P	P	P	P	P	P
256484_at	A	A	A	A	A	A	A	A	A	A	A	A
256485_at	P	P	P	P	P	P	P	P	P	P	P	P
256486_at	A	A	A	A	A	A	A	A	A	A	A	A
256487_at	A	A	A	A	A	A	A	A	A	A	A	P
256488_at	P	P	P	P	P	P	P	P	P	P	P	P
256489_at	A	A	A	M	A	M	A	A	A	A	A	A
256490_at	P	P	P	P	P	P	P	P	P	P	P	P
256491_at	P	P	P	P	P	P	P	P	P	P	P	P
256492_at	A	A	A	A	A	A	A	A	A	A	A	A
256493_at	P	P	P	P	P	P	P	P	P	P	P	P
256494_at	A	A	A	A	A	A	A	A	A	A	A	A
256495_at	A	A	A	A	A	A	A	A	A	A	A	A
256496_at	A	A	A	A	A	A	A	A	A	A	A	A
256497_at	P	P	P	P	P	P	P	P	P	P	P	P
256498_at	A	A	A	A	A	A	A	A	A	A	A	A
256499_at	P	P	P	P	P	P	P	P	P	P	P	P
256500_at	A	P	P	A	A	A	A	A	A	A	P	A
256501_at	A	A	A	A	A	A	A	A	A	A	A	A
256502_at	P	P	P	P	P	P	P	P	P	P	P	P
256503_at	A	A	A	P	A	A	A	A	P	M	A	P
256504_at	P	P	P	P	P	P	P	P	P	P	P	P
256505_at	P	P	P	P	P	P	P	P	P	P	P	P
256506_at	A	A	A	A	A	A	A	A	A	A	A	A
256507_at	A	A	P	A	A	A	A	P	P	A	P	P
256508_at	P	P	P	P	P	P	P	P	P	P	P	P
256509_at	A	A	A	A	A	A	A	A	A	A	A	A
256510_at	P	P	P	P	P	P	P	P	P	P	P	P
256511_at	P	P	P	P	P	P	P	P	P	P	P	P
256512_at	P	P	P	P	P	P	P	P	P	P	P	P
256513_at	P	P	P	P	P	P	P	P	P	P	P	P
256514_at	P	P	P	P	P	P	P	A	M	P	A	P
256515_at	M	P	P	M	P	P	P	A	A	P	A	M
256516_at	P	P	P	P	P	P	P	P	P	P	P	P
256517_at	A	A	M	A	A	A	A	A	A	A	A	A
256518_at	P	P	P	P	P	P	P	P	P	P	P	P
256519_at	A	A	A	A	A	A	A	A	A	A	A	A
256520_at	A	A	A	A	A	A	A	A	A	A	A	A
256521_at	A	A	A	A	A	A	A	A	A	A	A	A
256522_at	P	P	P	P	P	P	P	P	P	P	P	P
256523_at	P	P	P	P	P	P	P	P	P	P	P	P
256524_at	P	P	P	P	P	P	P	P	P	P	P	P
256525_at	P	P	P	P	P	P	P	P	P	P	P	P
256526_at	P	P	P	P	P	P	P	P	P	P	P	P
256527_at	P	P	M	P	P	P	P	P	P	P	P	P
256528_at	P	P	P	P	P	P	P	P	P	P	P	P
256529_at	P	P	P	P	P	P	P	P	P	P	P	P
256530_at	P	P	P	P	P	P	P	P	P	P	P	P
256531_at	M	A	P	A	A	A	A	P	P	A	P	M
256532_at	A	A	P	M	A	A	P	M	M	A	P	P
256533_at	P	P	P	P	P	P	P	P	P	P	P	P
256534_at	P	P	P	P	P	P	P	P	P	P	P	P
256535_at	P	P	P	A	A	P	A	P	M	P	A	P
256536_at	P	P	P	P	P	P	P	P	P	P	P	P
256537_at	P	P	P	A	A	A	A	A	P	A	A	A
256538_x_at	A	A	A	A	A	A	A	A	A	A	A	A
256539_at	A	A	A	A	A	A	A	A	A	A	A	A
256540_at	A	A	A	A	A	A	A	A	A	A	A	A
256541_at	P	P	P	P	P	P	P	P	P	P	P	P
256542_at	P	P	P	P	P	P	P	P	P	P	P	P
256543_at	P	P	P	P	P	P	P	P	P	P	P	P
256544_at	A	M	A	P	P	P	P	A	A	A	A	A
256545_at	P	P	P	P	P	P	P	P	P	P	P	P
256546_at	A	A	A	A	A	A	A	A	A	A	A	A
256547_at	P	P	P	P	P	P	P	P	P	P	P	P
256548_at	P	P	P	P	P	P	P	P	P	P	P	P
256549_at	A	A	A	A	A	A	A	A	A	A	A	A
256550_at	A	A	A	A	A	A	A	A	A	A	A	A
256551_at	A	P	P	A	A	A	P	A	A	A	A	M
256552_at	A	A	A	A	A	A	A	A	A	A	A	A
256553_at	P	A	A	A	A	A	A	A	A	A	A	M
256554_at	A	A	A	A	A	A	A	A	A	A	A	A
256555_at	A	A	A	A	A	A	A	A	A	A	A	A
256556_at	A	A	A	A	A	A	A	A	A	A	A	A
256557_at	A	A	A	A	A	A	A	A	A	A	A	A
256558_at	P	A	A	A	A	A	A	A	A	M	A	A
256559_at	A	A	A	A	A	A	A	A	A	A	A	A
256560_s_at	A	P	A	A	A	A	P	P	P	A	P	P
256561_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256562_at	A	A	A	A	A	A	A	A	A	A	A	A
256563_at	P	P	P	P	P	P	P	P	P	P	P	P
256564_at	P	P	P	P	P	P	P	P	P	P	P	P
256565_at	A	A	A	A	A	A	A	A	A	A	A	A
256566_at	A	A	A	A	A	A	A	A	A	A	A	A
256567_at	P	P	P	P	P	P	P	P	P	P	P	P
256568_at	P	P	P	P	P	P	P	P	P	P	P	P
256569_at	A	P	A	A	A	A	A	P	P	P	P	A
256570_at	P	P	P	P	P	P	P	P	P	P	P	P
256571_at	A	A	A	A	A	A	A	A	A	A	A	A
256572_at	A	A	A	A	A	A	A	A	A	A	A	A
256573_at	P	P	P	P	P	P	P	P	P	P	P	P
256574_at	P	P	P	P	P	P	P	P	P	P	P	P
256575_at	P	P	P	P	P	P	P	P	P	P	P	P
256576_at	P	P	P	P	P	P	P	P	P	P	P	P
256577_at	A	A	A	P	A	A	A	A	A	A	A	A
256578_at	P	P	P	P	P	P	P	P	P	P	P	P
256579_at	P	P	P	P	P	P	P	P	P	P	P	P
256580_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256581_at	A	A	A	A	A	A	A	A	A	A	A	A
256582_at	A	A	A	A	A	A	A	A	A	A	A	A
256583_at	P	P	P	P	P	P	P	P	P	P	P	P
256584_at	A	A	A	A	A	A	A	A	A	A	A	A
256585_at	A	M	P	P	P	A	P	M	P	P	P	A
256586_at	A	A	A	A	A	A	A	A	A	A	A	A
256587_at	A	A	A	A	A	A	A	A	A	A	A	A
256588_at	A	A	A	A	A	A	A	A	A	A	A	A
256589_at	P	P	P	P	P	P	P	P	P	P	P	P
256590_at	P	P	P	P	P	P	P	P	P	P	P	P
256591_at	A	A	A	A	A	A	A	A	A	A	A	A
256592_at	A	A	A	A	A	A	A	A	A	A	A	A
256593_at	A	A	A	A	A	A	A	A	A	A	A	A
256594_at	A	A	A	A	A	A	A	A	A	A	A	A
256595_x_at	P	P	P	P	P	P	P	P	P	P	P	P
256596_at	A	A	A	A	A	A	A	A	A	A	A	A
256597_at	A	A	A	A	A	A	A	P	M	A	P	A
256598_at	P	P	P	P	P	P	P	P	P	P	P	P
256599_at	A	A	A	P	A	A	M	A	A	A	A	A
256600_at	P	P	P	P	P	P	P	P	P	P	P	P
256601_s_at	A	P	P	P	P	P	P	P	P	P	P	P
256602_at	A	A	A	P	P	P	P	A	A	A	P	P
256603_at	A	A	A	M	A	A	A	A	A	A	A	A
256604_at	M	A	A	A	A	A	A	A	A	A	A	A
256605_at	P	P	P	P	P	P	P	P	P	P	P	P
256606_at	A	A	A	A	A	A	A	A	A	A	A	A
256607_at	P	P	P	P	P	P	P	P	P	P	P	P
256608_at	A	A	A	A	A	A	A	A	A	A	A	A
256609_at	A	A	A	A	A	A	A	A	A	A	A	A
256610_at	A	A	A	A	A	A	A	A	A	A	A	A
256611_at	P	P	P	P	P	P	P	P	P	P	P	P
256612_at	P	P	P	P	P	P	P	P	P	P	P	P
256613_at	A	M	M	P	A	A	P	A	P	P	A	A
256614_at	P	P	P	A	P	A	M	A	M	A	M	P
256615_at	A	P	P	P	A	P	P	P	P	P	P	P
256616_at	P	P	P	P	P	P	P	P	P	P	P	P
256617_at	P	P	P	P	P	P	P	P	P	P	P	P
256618_at	P	P	P	P	P	P	P	P	P	P	P	P
256619_at	A	A	A	A	A	A	A	A	A	A	A	A
256620_at	P	P	P	P	P	P	P	P	P	P	P	P
256621_at	P	P	P	P	P	P	P	P	P	P	P	P
256622_at	P	P	P	P	P	P	P	P	P	P	P	P
256623_at	P	P	P	P	P	P	P	P	P	P	P	P
256624_at	P	P	P	P	P	P	P	P	P	P	P	P
256625_at	P	P	P	P	P	A	P	P	P	P	P	P
256626_at	P	P	P	P	P	P	P	P	P	P	P	P
256627_at	P	P	P	P	P	P	P	P	P	P	P	P
256628_at	P	P	P	P	P	P	P	P	P	P	P	P
256629_at	P	P	P	P	P	P	P	P	P	P	P	P
256630_at	P	A	P	P	A	A	P	M	A	P	M	P
256631_at	A	A	A	A	A	A	A	A	A	A	A	A
256632_at	A	A	A	A	A	A	A	A	A	A	A	A
256633_at	P	P	P	P	P	P	P	P	P	P	P	P
256634_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256635_at	A	A	A	A	A	A	A	A	A	A	A	A
256636_at	A	A	A	A	A	A	A	A	A	A	A	A
256637_at	P	P	P	P	P	P	P	P	P	P	P	P
256638_at	A	A	P	A	A	A	A	A	P	A	A	P
256639_at	A	A	A	A	A	A	A	A	A	A	A	A
256640_at	A	M	P	P	A	P	A	P	A	P	P	M
256641_at	A	A	A	A	A	A	A	A	A	P	A	A
256642_at	A	A	A	A	A	A	A	A	A	A	A	M
256643_at	A	A	A	A	A	A	A	A	A	A	A	A
256644_at	A	A	A	A	A	A	A	A	A	A	A	A
256645_at	A	A	A	A	A	M	A	A	A	A	A	A
256646_at	P	P	P	P	P	P	P	P	P	P	P	P
256647_at	P	P	P	P	P	P	P	P	P	P	P	P
256648_at	P	P	P	P	P	P	P	P	P	P	P	P
256649_at	P	P	P	P	P	P	P	P	P	P	P	P
256650_at	P	P	P	P	P	P	P	P	P	P	P	P
256651_at	A	A	A	A	A	A	A	M	A	A	A	A
256652_at	P	P	P	P	P	P	P	P	P	P	P	P
256653_at	A	A	A	P	A	P	P	A	A	A	A	P
256654_at	P	P	P	P	P	P	P	P	P	P	P	P
256655_at	P	P	P	P	P	P	P	P	P	P	P	P
256656_at	A	A	A	A	A	A	A	A	A	A	A	A
256657_at	P	P	P	P	P	P	P	P	P	P	P	P
256658_at	P	P	P	P	P	P	P	P	P	P	P	P
256659_at	P	P	P	P	P	P	P	P	P	P	P	P
256660_at	A	A	A	A	A	A	A	A	A	A	A	A
256661_at	P	P	P	P	P	P	P	P	P	P	P	P
256662_at	A	A	A	A	A	A	A	A	A	A	A	A
256663_at	P	P	P	P	P	P	P	P	P	P	P	P
256664_at	P	P	P	P	P	P	P	P	P	P	P	P
256665_at	P	P	P	P	P	P	P	M	A	M	A	A
256666_at	P	P	P	P	P	P	P	P	P	P	P	P
256667_at	A	A	A	A	A	A	A	A	A	A	A	A
256668_at	A	A	A	A	A	A	A	A	A	A	A	A
256669_s_at	A	A	A	A	A	A	A	A	A	A	A	A
256670_at	A	A	A	A	A	A	A	A	A	A	A	A
256671_at	P	P	P	P	P	P	P	P	P	P	P	P
256672_at	A	A	P	A	A	A	A	A	A	A	A	A
256673_at	P	P	P	P	P	P	P	P	P	P	P	P
256674_at	P	P	P	P	P	P	P	P	P	P	P	P
256675_at	P	P	P	P	P	P	P	P	P	P	P	P
256676_at	P	P	P	P	P	P	P	P	P	P	P	P
256677_at	P	P	P	P	P	P	P	P	P	P	P	P
256678_at	P	P	P	P	P	P	P	P	P	P	P	P
256679_at	P	P	P	P	P	P	P	P	P	P	P	P
256680_at	P	P	P	P	P	P	P	P	P	P	P	P
256681_at	P	P	P	P	P	P	P	P	P	P	P	P
256682_at	P	P	P	P	P	P	P	P	P	P	P	P
256683_at	P	P	P	P	P	P	P	P	P	P	P	P
256684_at	A	A	A	A	A	A	A	A	A	A	A	A
256685_at	A	A	A	A	A	A	A	A	A	A	A	A
256686_at	A	A	A	A	A	A	A	A	A	A	A	A
256687_x_at	A	A	A	A	A	A	A	A	A	A	A	A
256688_at	A	A	A	A	A	A	A	A	A	A	A	A
256689_at	A	A	A	A	A	A	A	A	A	A	A	A
256690_at	A	A	A	A	A	A	A	A	A	A	A	A
256691_at	A	A	A	A	A	A	M	A	A	A	A	A
256692_at	A	A	A	A	A	A	A	A	A	A	A	A
256693_at	A	A	A	A	A	A	A	A	A	A	A	A
256694_at	A	A	A	A	A	A	A	A	A	A	A	A
256695_at	A	A	A	A	A	A	A	A	A	A	A	A
256696_at	P	P	P	P	P	P	P	P	P	P	P	P
256697_at	P	P	P	P	P	P	P	P	P	P	P	P
256698_at	P	P	P	P	P	P	P	P	P	P	P	P
256699_at	A	A	A	A	A	A	A	A	A	A	A	A
256700_at	P	P	P	P	P	P	P	P	P	P	P	P
256701_at	A	A	A	A	A	A	A	A	A	A	A	A
256702_at	P	P	P	P	P	P	P	P	P	P	P	P
256703_at	A	A	A	A	A	A	A	A	A	A	A	A
256704_at	A	A	A	A	A	A	A	A	A	A	A	A
256705_at	A	A	A	A	A	A	A	A	A	A	A	A
256706_at	P	P	P	P	P	P	P	P	P	P	P	P
256707_at	A	A	A	A	A	A	A	A	A	A	A	A
256708_at	A	A	A	A	P	A	A	A	A	A	A	A
256709_at	A	A	A	A	A	A	A	A	A	A	A	A
256710_at	P	P	P	P	P	P	P	P	P	P	P	P
256711_at	P	P	P	P	P	P	P	P	P	P	P	P
256712_at	P	P	P	P	P	P	P	P	P	P	P	P
256713_at	A	A	M	A	P	A	A	M	M	A	P	A
256714_at	A	M	A	A	P	P	P	P	P	A	P	P
256715_at	M	P	P	P	P	P	P	P	P	P	P	P
256716_at	A	A	A	A	A	A	A	A	A	A	A	A
256717_at	A	A	A	A	A	A	A	A	A	A	A	A
256718_at	A	A	A	A	A	A	A	A	A	A	A	A
256719_at	A	A	A	A	A	A	A	A	A	A	A	A
256720_at	P	P	P	P	P	P	P	P	P	P	P	P
256721_at	P	P	P	P	P	P	P	P	P	P	P	P
256722_at	P	P	P	P	P	P	P	P	P	P	P	P
256723_at	P	P	P	P	P	P	P	P	P	P	P	P
256724_at	P	P	P	P	P	P	P	P	P	P	P	P
256725_at	P	P	P	P	P	P	P	P	P	P	P	P
256726_at	A	A	A	A	A	A	A	A	A	A	A	A
256727_at	P	P	P	P	P	P	P	P	P	P	P	P
256728_at	P	P	P	P	P	P	P	P	P	P	P	P
256729_at	P	P	P	P	P	P	P	P	P	P	P	P
256730_at	A	A	A	A	A	A	A	A	A	A	A	A
256731_at	P	P	P	P	A	P	P	P	A	P	A	P
256732_at	A	A	A	A	A	A	A	A	A	A	A	A
256733_at	A	A	A	A	A	A	A	A	A	A	A	A
256734_at	P	P	P	P	P	P	P	P	P	P	P	P
256735_at	P	P	P	P	P	P	P	P	P	P	P	P
256736_at	A	P	P	P	M	P	M	P	P	M	P	M
256737_at	A	A	A	A	A	A	A	A	A	A	A	A
256738_at	A	P	A	A	A	A	A	A	A	A	A	A
256739_s_at	A	P	A	A	M	A	A	A	A	A	A	A
256740_at	P	P	P	P	P	P	P	P	P	P	P	P
256741_at	P	P	P	P	P	P	P	P	P	P	P	P
256742_at	A	A	A	A	A	A	A	P	A	A	A	A
256743_at	P	P	P	P	P	P	P	P	P	P	P	P
256744_at	P	P	P	P	P	P	P	P	P	P	P	P
256745_at	P	P	P	P	P	P	P	P	P	P	P	P
256746_at	P	P	P	P	P	P	P	P	P	P	P	P
256747_at	P	P	P	P	P	P	P	P	P	P	P	P
256748_x_at	A	A	A	A	A	A	A	A	A	A	A	A
256749_at	A	A	A	A	A	A	A	A	A	A	A	A
256750_at	P	P	P	P	P	P	P	P	P	P	P	P
256751_at	P	P	P	P	P	P	P	P	P	P	P	P
256752_at	P	P	P	P	P	P	P	P	P	P	P	P
256753_at	P	P	P	P	P	P	P	P	P	P	P	P
256754_at	P	P	P	P	P	P	P	P	P	P	P	P
256755_at	P	P	P	P	P	P	P	P	P	P	P	P
